,label,text
32071,Hotels,Hotels - Hotel Flosdorff
3028,Apotheken,Dirk Krug Stadtapotheke
14120,Edv,Dreifach Einfach It-service
32272,Hotels,Hotels - Phoenix
43349,Sanitärinstallationen,"Sanitär Gmbh, U."
15697,Edv,Tiwi Computersysteme
52136,Unternehmensberatungen,T-con Gmbh Technologietransfer U. Consulting
30331,Handelsvermittler Und -vertreter,Peter Ebert Engima Handelsges. Mbh Im- Und Export
16332,Elektriker,Elektrick Elektronotdienst Hausgeräteserv. Rauchmelder Überwachung Alarm Ek Elektroinstallation Baer
51727,Unternehmensberatungen,Ryke Consulting Gmbh Onlineverkauf Von Farben Flick
18397,Elektriker,Rauch Elektro-rauch
62790,Werbeagenturen,Schicht Werbeserviceagentur Dipl.-ing.
34322,Maler,Kotte Malermeister
45478,Tiefbau,Hamburger M. Baugeschäft Gmbh Schwartz
60589,Versicherungsvermittler,Theodor Schacht Itzehoer Versicherungen O.-schmeier
57567,Vermittlungen,"Norbert Bruder Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Satellitenantennenbau"
48854,Unternehmensberatungen,Consult4b Gmbh Unternehmensberater Hermes
11237,Dienstleistungen,Helmutosonell-service Gmbh
8577,Autowerkstätten,Josef Jauch Kfz - Werkstatt Birn
32361,Hotels,Hotels - Zum Klaus-d.en
38535,Restaurants,Die Knolle Im Pottkieker Das Urige Kartoffelhaus Gmbh
7624,Autowerkstätten,Auto Service Kaupa Gmbh
37661,Physiotherapie,Schimanski Physiotherapie Hähnel
55265,Vereine,Sv Amisia Wolthusen Von 1929 E.v. Härtel
28557,Gebrauchtwagen,Rudolf Risch S. K. Automobile Gmbh
59078,Versicherungsvermittler,Hans Peter Pries Kosfelder Versicherungsfachmann
53418,Vereine,Dwzrv E.v.
25515,Gebrauchtwagen,Alois Guth Gunst Britische Automobile
8003,Autowerkstätten,Christian Feist Fett Kfz-werkstatt
17750,Elektriker,Kalus Elektro Kluge
17609,Elektriker,Holte Elektromeister Lehner
45087,Tiefbau,F1 Bau Gmbh
48118,Unternehmensberatungen,Ahb-technology It-consultant
2772,Apotheken,Apotheken - Südring-apotheke
20578,Elektrotechnik,Rene Schulz Zedler Edv Und Elektrotechnik
57853,Vermittlungen,"Walter Schober Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Satellitenantennenbau"
49713,Unternehmensberatungen,Gustav Leonhardt Ekcon Management Consultants Gmbh Unternehmensberatung
6346,Architekturbüros,Modulor Gesellschaft Für Nachhaltiges Bauen Mbh Architekturbüro
12904,Dienstleistungen,Sponsor Solutions Ohg Kleber
56975,Vermittlungen,"Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Solaranlagenbau Wölfle"
2179,Apotheken,Apotheke In Der Bahnhofspassage
21314,Friseure,Bei Capelli Sabria Elisa U. Enza Friseure
41632,Sanitärinstallationen,Brodda Gas Wasser Heizung
53416,Vereine,Dwf. Dortmunder Weitertbildungsforum E.v.
18373,Elektriker,Quintes Elektrotechnikermeister
56279,Vermittlungen,"Alarmanlagen, Absicherungen Aller Art, Video,notrufzentrale Remus Tag+nacht E.k. Alarmanlagentechnik Nolte"
10132,Dienstleistungen,Bjs Berufsjäger Service Gmbh
39900,Restaurants,Hotels - Landgasthof Oehr Möbius
42984,Sanitärinstallationen,Muggianu Heizungs- Sanitär- Und Solarinstallation Zeitler
52346,Unternehmensberatungen,Ulrich Moos Hafer Consult Gmbh
50214,Unternehmensberatungen,Isc It-systems-consulting
17982,Elektriker,Lothar Grube Elektrick Elektronotdienst Hausgeräteserv. Rauchmelder Überwachung Alarm Ek Elektroinstallation
30225,Handelsvermittler Und -vertreter,Mts Sensor Technologie Gmbh & Co.kg Verkaufsbüro
49887,Unternehmensberatungen,Heinz Steinborn Resource Brokers Gmbh Unternehmensberatung
41810,Sanitärinstallationen,Dohrau Sanitäranlagenbau
47261,Tiefbau,Schöppener Baugeschäft Scheunemann
29077,Handelsvermittler Und -vertreter,Barthen Ladislav Industrievertretungen
57417,Vermittlungen,"Klaus Arens A.a.b. Absicherungen, Alarmanlagen & Bewachungen, Notrufzentrale Remus E.k. Wachdienst"
54519,Vereine,Lohnsteuerberatungsring Südniedersachsen E.v. Lohnsteuerberatung
44895,Tiefbau,Domenico (bau) Dipl.-ing.
4279,Architekturbüros,"Andreas Tiede Integral Architekten + Ingenieure, M. Spranger Arch."
1336,Allgemeinärzte,Oualitsen Facharzt Für Allgemeinmedizin Dr. Witte
61534,Werbeagenturen,Diprinter Großformatdruck-werbung-internet
16553,Elektriker,Elektro Hommel
36558,Physiotherapie,Hubert Erhardt Concept Physiotherapie
19276,Elektrotechnik,Ciel Ges. Für Computerintegrierte Elektroniksysteme Mbh
7787,Autowerkstätten,Autoservice Durst Gmbh
25778,Gebrauchtwagen,Autohaus Allgeier Gmbh
37335,Physiotherapie,Physiotherapie Praxis Leder
32722,Hotels,Poseidon Noack
6048,Architekturbüros,Krätschmer Architekt Christmann
25581,Gebrauchtwagen,Audi Zentrum Bad Homburg/oberursel
18991,Elektriker,Wolfgang Leistner Seynstahl Elektroinstallation
25474,Gebrauchtwagen,Ahd Automobile Hammerschmidt
38287,Restaurants,Bernhard Kiesel Laab Restaurant
16014,Elektriker,B.e.n.s. Elektro-nachrichtentechnik Gmbh
51811,Unternehmensberatungen,Schliehe Unternehmensberatung
49941,Unternehmensberatungen,Hermann Freytag Theia Consulting Gmbh Ges. F. Industrie-dokumentation
41058,Restaurants,Ut Kiek Restaurant
16180,Elektriker,Cyprian Elektro
4350,Architekturbüros,Architektur-team Gmbh
35099,Maler,Rihm Malerbetrieb Wiedmann
1422,Allgemeinärzte,Przybylla Allgemeinärztin Dr. Med.
58189,Versicherungsvermittler,Bachmann Assekuranz Gmbh Assekuranz Berater
63072,Werbeagenturen,Vianova Werbung U. Verlag Schümann
16417,Elektriker,Elektro Böhe Gmbh
3347,Apotheken,Husaren-apotheke
17849,Elektriker,Kohler Elektroinstallation
22240,Friseure,Friseur Im Klinikum
23016,Friseure,Haarstudio Wörth
62550,Werbeagenturen,"Paul Büsing Werbeagentur Florstedt Gmbh Künstler- U. Doppelgängeragentur, Medienproduktion"
806,Allgemeinärzte,Häussler Arzt Für Allgemeinmedizin Dr. Med.
12903,Dienstleistungen,Spohn Management Service
5793,Architekturbüros,Juniel Architekt Pfeffer
16987,Elektriker,Elektro-luczak Spies
20235,Elektrotechnik,Lutz Schröter Elta Elektrotechnik Gmbh
51424,Unternehmensberatungen,Proalpha Consulting Gmbh Technische Und Betriebswirtschaftliche Dienstleistungen Volkert
60632,Versicherungsvermittler,Twillemeier Titze
35456,Maler,Thelen Malerbetrieb
39452,Restaurants,"Gaststätten, Restaurants - Vernissage Parkrestaurant & Lotharterstüble Restaurant"
55246,Vereine,Studienkreis Für Tourismus + Entwicklung E.v. Bracht
37233,Physiotherapie,Physiopartner Biermann - Föcking Physiotherapeutische Praxisgemeinschaft
35063,Maler,Regnauer Malerbetrieb
35775,Physiotherapie,Alexander Deppe Schmeißer Physiotherapie
42157,Sanitärinstallationen,"Haas Gmbh & Co. Kg. Heizung, Lüftung, Sanitär"
8283,Autowerkstätten,Gies Kfz-werkstatt
55167,Vereine,Sozialstation Oberes Wuchtal E.v.
6814,Architekturbüros,Sbi & B. Schwab Architekturbüro
15066,Edv,Muhittinr Computersysteme
12618,Dienstleistungen,Rowa-service Bruckschen
37804,Physiotherapie,Stephan Weinberg Banik Physiotherapie
4170,Apotheken,Zentral - Apotheke Baltisberger
6336,Architekturbüros,Mietzelfeld Architekturbüro Hartwig
49386,Unternehmensberatungen,Fausten Consulting
14958,Edv,Mag Computerberatung E.k. Grigori A. Greiler
34524,Maler,Malerbetrieb Dreßel Malerbetrieb Ferber
655,Allgemeinärzte,Hans-Hermann Faller Feuerborn Facharzt Für Allgemeinmedizin Dr. Med.
11567,Dienstleistungen,Jörg Möbius Dlz Dienstleistungs Zentrale Gmbh
31576,Hotels,Hotel & Appartements Rothenburger Hof
57661,Vermittlungen,"Reinhold Barz A.a.b. Absicherungen, Alarmanlagen & Bewachungen, Notrufzentrale Remus E.k. Wachdienst"
33941,Maler,Hector Malerin
49595,Unternehmensberatungen,Gerhard Daub Schweter Unternehmensberater
62545,Werbeagenturen,Pasternack Fotostudio Für Werbung Dipl.-design.
27233,Gebrauchtwagen,City-car Dietger Lenius Autohandel Und Autovermietung
27119,Gebrauchtwagen,Bmw Engelmeier Gmbh Automobile
18931,Elektriker,Wex Elektroinstallation Aydin
206,Allgemeinärzte,Brunn Arzt Für Allgemeinmedizin Dr. Ansorge
58407,Versicherungsvermittler,Continentale Jozsef Böhm Versicherungsbüro
27047,Gebrauchtwagen,Baraczewski Automobile An- Und Verkauf Meurer
61077,Werbeagenturen,3 Hoch K Werbeagentur Ag Laux
23305,Friseure,Hartmut Riehl Haareszeiten Friseurbetrieb
41351,Sanitärinstallationen,"Abflussnotdienst Wülfrath, Rohrreinigung Sanitär & Heizungsnotdienst Dallmann"
47317,Tiefbau,Siggemann Bauunternehmen Albert
62300,Werbeagenturen,M Und W Zeitschriftenverlag Für Armineting Und Werbung Gmbh
43804,Sanitärinstallationen,Waldemar Rank Höke Sanitär- Und Heizungstechnik
11840,Dienstleistungen,Lkw-service Stjepankovsky
22087,Friseure,Friedhelm Grunert Super Cut - Essanelle Hair Group Ag Friseursalon
61816,Werbeagenturen,Greenduck Gmbh Werbeagentur Pichler
4957,Architekturbüros,Dudziak Architekt Dipl.-ing. Ramm
35700,Maler,Wörz Malermeister
57536,Vermittlungen,"Michael Eisele Alarmanlagen, Absicherungen Aller Art, Video,notrufzentrale Remus Tag+nacht E.k. Alarmanlagentechnik"
39082,Restaurants,"Gaststätten, Restaurants - Grüner Baum Gasthaus"
1294,Allgemeinärzte,Niggl-fisser Ärztin Für Allgemeinmedizin Dr. Hennings
42285,Sanitärinstallationen,Heinz-Peter Abraham Heizung-lüftung-sanitär
18247,Elektriker,Opk Elektro Gmbh Rieger
23677,Friseure,Jürgen Schreyer Salon Wuschelkopf Friseur
28634,Gebrauchtwagen,Schönemann Kfz-meister Ersatzteilverkauf U. Gebrauchtwagenhandel
19634,Elektrotechnik,Firmbach Elektrotechnik
63168,Werbeagenturen,Werbeagentur Höchst Typografik Mahr
15546,Edv,Skerutsch Edv-programmierung
24830,Friseure,Schünke Haarstudio
59046,Versicherungsvermittler,Günther Daum Inter Versicherungen Bezirksdirektion Krankenversicherungen
44781,Tiefbau,Daut Baugeschäft Gmbh
884,Allgemeinärzte,Jörck Arzt Für Allgemeinmedizin Dr.
6324,Architekturbüros,Michael Raith Bohr Architekturbüro Dipl.-ing. (fh)
56381,Vermittlungen,Bahn Auskunft Unabhängige Infozentrale E.k.
16586,Elektriker,Elektro Kerim Gmbh
20974,Elektrotechnik,Wagner Elektronik Elektroniker
16810,Elektriker,Elektro Trojan Gmbh
9211,Autowerkstätten,Roedler Kfz-reparaturwerkstatt Drescher
16038,Elektriker,Baumann Bönicke Roger Elektrotechnikbetrieb
61599,Werbeagenturen,Eindruck Werbeagentur
36732,Physiotherapie,Klaus Körner Tegelkamp Physiotherapeut
27701,Gebrauchtwagen,Hartmut Weigand Knaack Autohaus
50577,Unternehmensberatungen,Kub Kommunal- Und Unternehmensberatung Gmbh
19739,Elektrotechnik,Glahn Elektrotechnik Timm
31490,Hotels,Haus Berghof Garni
18403,Elektriker,Reich & Tollardo Elektroinstallation U. Reglungstechnik Gmbh
7136,Architekturbüros,Toni Borgmann Nohl Architekturbüro
48822,Unternehmensberatungen,Condiaz Gmbh Consulting Im Gesundheitswesen
25700,Gebrauchtwagen,Autocenter Heub Gmbh
57261,Vermittlungen,"Herbert Schulte Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Satellitenantennenbau"
32836,Hotels,Schloßschenke A. Krutisch
17341,Elektriker,Gero Elektro
15348,Edv,Rausch Computerdienst
39610,Restaurants,Gruber Gastronomie Gmbh
22222,Friseure,Friseur Hair Day
10133,Dienstleistungen,Bkk A.t.u Servicecenter
8412,Autowerkstätten,Hatt Kfz-handel Kessel
41607,Sanitärinstallationen,Bradford Sanitär Heizung Hartig
52799,Vereine,Aktion Birolter Meile E. V.
56187,Vermittlungen,"Alarmanlagen, Absicherung Aller Art, Video, Notrufzentrale Remus Tag + Nacht E.k. Alarmanlagentechnik Muth"
51095,Unternehmensberatungen,Neumann Georgius Consulting Network Beratungs- Und Handelsgesellschaft Mbh
13118,Dienstleistungen,Tillo Tacke Enpasos - Enterprise Patterns & Solutions Gmbh
17924,Elektriker,Lackner Elektroarbeiten
14690,Edv,It-informatik Gmbh
6638,Architekturbüros,Radine Architekt Dipl.-ing.
47243,Tiefbau,Schweikert Tiefbau- U. Baggerbetrieb Gmbh
10438,Dienstleistungen,Dekont Vakuum Service Gmbh
6971,Architekturbüros,Silvanoi Architekten U. Lawrencenieure Architekt
10690,Dienstleistungen,Erich Böning Telekom Mobility Solutions
40364,Restaurants,Mythos Restaurant
46717,Tiefbau,Obg Ag Tiefbau Häcker
44912,Tiefbau,Drittler Untern.ber. Bau Dr.-ing.
13872,Edv,Compu Friedemannm It Service Gmbh It-branche
27204,Gebrauchtwagen,Chehadi Automobile Hilbert
62381,Werbeagenturen,Media Men Gmbh Werbeagentur
53957,Vereine,Horst Seiffert Lebenshilfe Donau-iller E.v. Lebenshilfe-zentrum Günzburg
9950,Dienstleistungen,Attendance Service Arminm (ast) Gmbh
5372,Architekturbüros,Günter Grosser Foeller Architekt Dipl.-ing.
13859,Edv,Comjoinit E.k. It-dienstleistungen
45397,Tiefbau,Görtler Bauuntern. Gottfried
42289,Sanitärinstallationen,Heinz-theo J. Gmbh Sanitär- Und Heizungstechnik
25120,Friseure,Top-hair Friseurladen Sandmann
38151,Restaurants,Aktienschenke
18430,Elektriker,Resto Gmbh Elektroinstallation Friebel
25199,Friseure,Vier Haareszeiten
40016,Restaurants,Kartoffel Restaurant Cafe Welte
18118,Elektriker,Michael Kratzer Elektro-cloppenburg Gmbh
231,Allgemeinärzte,Bücking-prieur Allgemeinmedizinerin Dr. Kreft
25345,Friseure,Witschen Friseur
12697,Dienstleistungen,Savvassen Service Gmbh
50699,Unternehmensberatungen,Lizardis Consulting Gmbh
32656,Hotels,Oliver Herrmann Der Fenzlhof Sebelin
32064,Hotels,Hotels - Hotel Ds Hotel Gmbh Berg
49156,Unternehmensberatungen,Dso Gmbh Consulting
22272,Friseure,Friseur Masson Friseur Baum
19303,Elektrotechnik,Corrado's Elektrotechnik Inh. Frank Fuhrmeister Elektrotechnikermeister
55152,Vereine,Sozialpädagogischer Verein Zur Familienergänz. Erziehung E.v. Sattler
54600,Vereine,Matthias Hufnagel Sg Einheit Dresden-mitte E.v. Geschäftsstelle
57638,Vermittlungen,"Ralf Haß Elektro A-z & Notdienst, Alarm-, Photovoltaik-/solarstrom-, Sat-, Sprechanlagen E.k. Solaranlagenbau"
19429,Elektrotechnik,Eitel Elektrotechnik
14254,Edv,Extrusia Informationstechnik Gmbh
13203,Dienstleistungen,Ulrich Weichert Belu Dienstleistung Gmbh &cokg
32657,Hotels,Oliver Schmidbauer Hotels - Uthoff
29720,Handelsvermittler Und -vertreter,Henry Schütze Lier Handelsvertretung
12244,Dienstleistungen,Os-os Office Solution Gmbh Hempel
26505,Gebrauchtwagen,Autohaus Paustian Gmbh Automobilvertragshändler
38877,Restaurants,"Gaststätten, Restaurants - Bauernstübchen Inh. Bernardika Dehnen"
4370,Architekturbüros,Architekturbüro Bördner
38255,Restaurants,Axel Spies Schleeh
17389,Elektriker,Grimm Fotiosn Elektroinstall.
45623,Tiefbau,Helmut Böttger Gietmann Schraven Gmbh Bauunternehmung
27505,Gebrauchtwagen,Fritz Fink Europa Sonderfahrzeugcenter Autohaus
43310,Sanitärinstallationen,Römhilds Heinz-günter U. Angelika Gbr Heizung U. Sanitär
21768,Friseure,Dieter Rütten Haarwerk Ltd. Friseur
55243,Vereine,Streetwork Gera E.v.
26633,Gebrauchtwagen,Autohaus Schneider
61615,Werbeagenturen,Enenkel Design Werbung
3345,Apotheken,Hufeland Rost
63176,Werbeagenturen,Werbeagentur Marquart Blank
29082,Handelsvermittler Und -vertreter,Basso Handelsvertretung Kittel
49786,Unternehmensberatungen,Hans Radermacher Weste Consulting E.k.
50717,Unternehmensberatungen,Losacker Unternehmensberatung Böcker
13368,Dienstleistungen,West Solutions Gmbh Sturm
62912,Werbeagenturen,Stefan Miller Creativ Werbung Werbeagentur
39341,Restaurants,"Gaststätten, Restaurants - Restaurant Leszek Hilger Gmbh"
55749,Vereine,Wolfgang Nicolai Naturerlebnisbad Glatten E.v.
3006,Apotheken,Detlef Weidlich Kapellen
28265,Gebrauchtwagen,Metrich Autohaus
48948,Unternehmensberatungen,Cve Consulting Hauschild
19436,Elektrotechnik,Elccom Gbr Baum U. Kramb Elektrotechnik Edv U. Telekommunikationsanl.
60112,Versicherungsvermittler,Prell Versicherung
25479,Gebrauchtwagen,Ahs Autohaus Handels- Und Service Gmbh
15204,Edv,Patrick Hill Gieße Pc-service
11931,Dienstleistungen,Mario Kock Idg Informationsverarbeitung Und Dienstleistungen Gmbh
25293,Friseure,Wiedemeyer Friseursalon Graf
12711,Dienstleistungen,"Schimanski, Projekt & Service"
39653,Restaurants,Haffschänke Zach
30577,Handelsvermittler Und -vertreter,Seltmann Handelsvertretung Für Heizungsanlagen
15275,Edv,Pirayesh Computerdienst
34539,Maler,Malerbetrieb H.moutet Inh. Helfried Günther E. Kfm.
6201,Architekturbüros,Luke Architekturbüro Dipl.-ing.
16470,Elektriker,Elektro Fein Gmbh
33443,Maler,Dienst Malermeister Welz
23682,Friseure,Kade Friseursalon Gräber
13506,Dienstleistungen,Zs-zentrifugen-service Gmbh
37685,Physiotherapie,Schopp Krankengymnastik
39363,Restaurants,"Gaststätten, Restaurants - Restaurant Und Hotel Engel"
35228,Maler,Schmid Ullrich Gmbh & Co.kg Malerwerkstätten
58173,Versicherungsvermittler,Axa Versicherungen Versicherungs- Und Finanzberater
60616,Versicherungsvermittler,Toni Nitsche Skupin Versich.büro
7490,Autowerkstätten,Achim Endres Prielipp Kfz-technikermeister
5497,Architekturbüros,Hebel Architekt Dipl.-ing.(fh) Kunert
13306,Dienstleistungen,Wachschutz Safe Gmbh Sicherheitsdienstleistungen Werkschutz Alarmverfolgung
1919,Allgemeinärzte,Werner Stecher Rädisch Arzt Für Allgemeinmedizin Dr. Med.
44711,Tiefbau,Christian Baumeister Dhf - Bauunternehmen Gmbh
4177,Apotheken,Zundeltor Liebl
46082,Tiefbau,Klaus Braune Bau-werk Gmbh
13752,Edv,Bs-computersysteme
10612,Dienstleistungen,E-solutions
56129,Vermittlungen,Aktiv Auskunft Verbraucher-beratung Gmbh Verbraucherschutz Weimann
42711,Sanitärinstallationen,Kohlmann & Boddem Ohg Heizungsbau Sanitärbau Kundendienst
19788,Elektrotechnik,H F. Elektronik
3713,Apotheken,Paracelsus Jürgens
57739,Vermittlungen,Steindler Piero Gmbh Industrieberatung U. Vermittlung Von Montageaufträgen
36109,Physiotherapie,Dümling Praxis Für Physiotherapie
32522,Hotels,Landhaus Bolzum Gastgewerbe
3299,Apotheken,Heinz Jakobi Apotheken - Pluspunkt-apotheke Schloßhöfe
52642,Unternehmensberatungen,Wob Consult Gmbh Heronieurbüro
42323,Sanitärinstallationen,Heizung- Und Sanitärmeisterbetrieb Heizung- Und Sanitärmeisterbetrieb
34404,Maler,Lang Malermeister
45988,Tiefbau,Kamuf Tiefbau
1914,Allgemeinärzte,Werner Mäder Pokam Kwam Ärztin Für Allgemeinmedizin
57912,Vermittlungen,"Wolfgang Bausch Elektro A-z & Notdienst, Alarm-, Photovoltaik-/solarstrom-, Sat-, Sprechanlagen E.k. Solaranlagenbau"
29652,Handelsvermittler Und -vertreter,Handelsvertretung Gericke
43316,Sanitärinstallationen,Rüppel Sanitär Heizung Solar Zeh
52929,Vereine,Arbeits- U. Sozialberatungsgesellschaft E.v. Beratungsstelle Lucas
42104,Sanitärinstallationen,Gruber Sanitärinstallation
51416,Unternehmensberatungen,Pro Unternehmensberatung Gmbh
18962,Elektriker,Winkelmeyr Elektromeister Und Elektroinstallationen
305,Allgemeinärzte,Detmarnards Arzt Für Allgemeinmedizin
2836,Apotheken,Apotheker Bauer & Co. Ohg
49157,Unternehmensberatungen,Dst Consulting Gmbh It-dienstleistung
42699,Sanitärinstallationen,Kniese Gmbh Inh. Ottomar Kniese Sanitär Heizung
49622,Unternehmensberatungen,Gfk Gesellschaft Für Kapital- U. Unternehmensberatung Mbh Breuer
23564,Friseure,Iwan Kramer Friseursalon Die Haar-hexe Friseursalon
36559,Physiotherapie,Hugo Tewes Czerlinski Physiotherapie
41281,Restaurants,"Zum Wilden Mann, Ott Marvin U. Irene"
38704,Restaurants,Fratelli La Bufala Restaurant
7458,Architekturbüros,Zipse Gmbh Architekten
58328,Versicherungsvermittler,Bublitz Versicherungen Finanzdienstleistungen Röder
39838,Restaurants,Hotel Thüringer Waldblick Boxberg
57625,Vermittlungen,Rainer Feige Aktiv Auskunft Verbraucher-beratung Gmbh Verbraucherrecht
18388,Elektriker,Ramsauer Elektro - Netzwerk
51621,Unternehmensberatungen,Rhp Value Advisiors Gmbh Consulting
54846,Vereine,Peter Roder Stadtteilinitiative Essen-kray E.v.
31986,Hotels,Hotels - Ferienwhg. Haus Ostseestern Dominic Thon
50663,Unternehmensberatungen,Leiser Consulting
54057,Vereine,Interculture.de E.v. Ehlers
55856,Vermittlungen,"A.a.a.allround Dienstleistungen, Ausführung U. Vermittlung, Notd. Tag+nacht Gmbh Schädlingsbekämpfung Roth"
13062,Dienstleistungen,Tennis-service Kraft Gmbh
25822,Gebrauchtwagen,Autohaus Avalon Darmstadt Gmbh
58724,Versicherungsvermittler,Faderl Versicherung Augustin
19089,Elektrotechnik,Alfred Dierkes Nopper Elektrotechnik
2263,Apotheken,Apotheken - Apotheke Am Stadtbach
27594,Gebrauchtwagen,Gr. Automobile Autohandel
9693,Dienstleistungen,Abs Baumarkt Service Gmbh
36071,Physiotherapie,Dietmar Gilles Haußmann Praxis Für Krankengymnastik
40989,Restaurants,Taverne Albinreta Restaurant
57931,Vermittlungen,"Wolfgang Tiedemann Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Satellitenantennenbau"
411,Allgemeinärzte,Fackler Fachärztin Für Allgemeinmedizin Dr. Leis
16270,Elektriker,Dübner Elektroinstallation Bosse
20619,Elektrotechnik,Rsk Elektronik Gmbh Zöller
49450,Unternehmensberatungen,Franck Wirtschaftsberatung
60966,Versicherungsvermittler,Wöstmann Versicherung
24814,Friseure,Schwarz Haar Oase
30111,Handelsvermittler Und -vertreter,Lupedi Handelsagentur
53871,Vereine,Heinrich Böker Opfer- Und Täterhilfe E.v.
40806,Restaurants,Safran`s Holzner
3549,Apotheken,Löwen-apotheke Inh. Tommaso Bayer-mevert
5341,Architekturbüros,Großmann Architekt Architekturbüro Dipl.-ing.
37530,Physiotherapie,Rasper Physiotherapie Stamm
27248,Gebrauchtwagen,Cs Car&style Gbr Gebrauchtwagenhandel
56794,Vermittlungen,"Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Satellitenantennenbau Hinz"
36604,Physiotherapie,Jaklin Physiotherapie Bischoff
14468,Edv,Haupts It Solutions Gmbh Buhr
29934,Handelsvermittler Und -vertreter,Kay Biel Lipp
32920,Hotels,Stamsen Seestern Markert
16650,Elektriker,Elektro Möhlmann Lemke
46535,Tiefbau,Mhk Projektgemeinschaft Gmbh Baubetrieb
2994,Apotheken,Daimler - Apotheke Thaler
35155,Maler,Rüdiger Körner Bahmed Malerbetrieb
57913,Vermittlungen,"Wolfgang Bendig Elektro A-z & Notdienst, Alarm-, Photovoltaik-/solarstrom-, Sat-, Sprechanlagen E.k. Solaranlagenbau"
5753,Architekturbüros,Joachim Karg Schömig Architekturbüro
13841,Edv,Cms@dataform Gmbh Informationstechnologieberatung Bogner
24903,Friseure,Sisters Friseure
431,Allgemeinärzte,Fickinger Arzt Für Allgemeinmedizin Praxis Dr. Med. Liedtke
58963,Versicherungsvermittler,Gothaer Versicherungen Lucio Schardt
38655,Restaurants,Erwin Häring Nepomuk
38382,Restaurants,Büttner Bräu Zweigniederlassung Der Brauhaus Schweinfurt Gmbh Hauer
9890,Dienstleistungen,Argus Dienstleistungen Gmbh
9731,Dienstleistungen,Afs Bau & Service Gmbh Hanke
4043,Apotheken,Taner Seemann Apotheken - Ubo-apotheke
60779,Versicherungsvermittler,Volker Bethke Zeus Vermittlungsgesellschaft Mbh Direktion Stuttgart Versicherung
33748,Maler,Gerhard Volkmann Foster Atelier Für Malerei
19406,Elektrotechnik,Ecs Electronic Cash Syländer Gmbh Kindermann
61195,Werbeagenturen,Antrieb360 Werbeagentur Werbeagentur
62934,Werbeagenturen,Studio Casa Fotoatelier Für Werbung Gmbh & Co.kg
2897,Apotheken,Bernd Zöllner Allgäu
21968,Friseure,Ewald Feldhaus Haircult Visual Friseursalon
16924,Elektriker,Elektro-dobrick
58702,Versicherungsvermittler,Erwin Kiesel Enser Versicherungskontor
37807,Physiotherapie,Steppeling Praxis Für Ergotherapie Und Physiotherapie
56142,Vermittlungen,Aktiv Verbraucher-beratung Gmbh Notarzt Jensen
38885,Restaurants,"Gaststätten, Restaurants - Benedict"
55488,Vereine,Verbraucherforum Online E. V.
47090,Tiefbau,Rörup Baugeschäft Gmbh
46495,Tiefbau,Mba Bau Gmbh
2533,Apotheken,Apotheken - Kronen-apotheke
57958,Versicherungsvermittler,Adrian Petersen Stürz Versicherungen
23221,Friseure,Hairstudio 05 Ilir Isufi Friseursalon Walch
49956,Unternehmensberatungen,Hgs Unternehmensberatungsgesellschaft Mbh Unternehmensberatung Wirtschaftsberatung Existenzgründung
9974,Dienstleistungen,Awo Integrations- Und Service Ggmbh Gall
48643,Unternehmensberatungen,C1 Fincon Gmbh Unternehmensberatung Für Edv
24232,Friseure,Monsees Friseur Höft
27513,Gebrauchtwagen,Futschik Autohaus Langhammer
56157,Vermittlungen,Aktiv Verbraucher-beratung Gmbh Notarzt Zech
49626,Unternehmensberatungen,Ghr Nazifm Gmbh Unternehmensberatung
12380,Dienstleistungen,Post-service
2763,Apotheken,Apotheken - Steinapotheke Apotheke
49859,Unternehmensberatungen,Health Qualitätsmanagementberatung Hilgers
62417,Werbeagenturen,Michael Stefan Cesaraugusto Booking U. Promotion
52414,Unternehmensberatungen,Varasteh Ceramis Ag Trading Industrial Consulting Späth
19199,Elektrotechnik,Bird Electronics Edv Dienstleistungen
3136,Apotheken,Flamm Apotheker Stüwe
27580,Gebrauchtwagen,Gero Wald Automobile Am Flughafen Aaf.de Gmbh Autohaus
60712,Versicherungsvermittler,Versicherungsbüro Kühne
26534,Gebrauchtwagen,Autohaus Rabus E.k.
50982,Unternehmensberatungen,Mind Gmbh Unternehmensberatung Gruß
2255,Apotheken,Apotheken - Apotheke Am Markt Hakan Muck
21774,Friseure,Dietmar Kerner Pompe Friseursalon
62765,Werbeagenturen,"S-press Verlag, Reise, Werbung Schießl"
38160,Restaurants,Alex Oldenburg Mino
40775,Restaurants,Roland Naumann Zum Seisenberger
43858,Sanitärinstallationen,Wesolowska Corneliusco Heizung-sanitär Gmbh
43213,Sanitärinstallationen,Rebholz Sanitär Blechnerei Heizung Wulff
16245,Elektriker,Dort Elektroservice Hennemann
19036,Elektriker,Zeller Elektroservice
61204,Werbeagenturen,Art Crash Werbeagentur Gmbh
58578,Versicherungsvermittler,Diroll Versicherungen Iduna Nova
