,Unnamed: 0,label,text
26916,53319,Vereine,Diakonisches Werk Teltow-fläming E.v.
39727,12668,Dienstleistungen,S-m-k Service
29963,7204,Architekturbüros,Voidel Architektin Dipl.-ing. Schülke
11116,48635,Unternehmensberatungen,C + C Consulting + Concept Wirtschaftsberatung
5089,20390,Elektrotechnik,Müßig Elektronik
52915,50363,Unternehmensberatungen,Jürgen Osterloh Vobiscum
23153,126,Allgemeinärzte,Bernhard Dickel Jené Fachärztin Für Allgemeinmedizin-homöopathie Dr. Med.
2793,6705,Architekturbüros,Rieck Architekt Dipl.-ing.
52857,47594,Tiefbau,Tiefbau Detsch
17792,46431,Tiefbau,Maninger Bauunternehmung Glaser
33257,21072,Elektrotechnik,Würth Elektronik Gmbh & Co Kg Ewert
23138,15312,Edv,Pullig Computersysteme Gmbh & Co. Kg
1371,20282,Elektrotechnik,Markus Meinhardt Doppelbauer Elektrotechnik
38451,6842,Architekturbüros,Schlandt Architekt
51211,26143,Gebrauchtwagen,Autohaus Haas Niederlassung Der Autohaus Thümmler Gmbh
23062,56823,Vermittlungen,"Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Satellitenantennenbau Maaßen"
15156,8035,Autowerkstätten,Dalferth Hans-nazif Meisterhaft Autoservice Kfz-reparaturen
41025,54342,Vereine,"Kontakt E.v., Verein Zur Konfliktschlichtung Görlitz"
8288,29063,Handelsvermittler Und -vertreter,Bachmann Handelsvertreter
44916,3009,Apotheken,Die Filderbahn Apotheke Inh. Franz-peter Lechler
46844,10252,Dienstleistungen,Cat & Dog Service Gmbh & Co Kg Cafe Waldi (fax)
5624,53666,Vereine,Gelsenkirchener Tafel E.v Kowalski
18977,37783,Physiotherapie,Stanitz Med. Massagepraxis Physiotherapeutin Hinz
21420,49140,Unternehmensberatungen,Dr. Wypich Wirtschaftsberatungs-gmbh
2899,34678,Maler,Malermeisterbetreib & Baudekoration T. Aldikacti Gmbh
20161,29259,Handelsvermittler Und -vertreter,Deichmann Handelsvertretung Für Medizinprodukte
58865,50277,Unternehmensberatungen,Jens Gröne Grass Unternehmensberatung
53317,61985,Werbeagenturen,Hu-dev Computer-internet-werbung
52725,51583,Unternehmensberatungen,Reiner Götte Derma Consult Concept Gmbh
38885,26202,Gebrauchtwagen,Autohaus Hospitalstraße Gmbh Autohaus
27132,9798,Dienstleistungen,Alles Klar! Dienstleistungs-gmbh
6167,61403,Werbeagenturen,Claudiaflemmingpr Werbeagentur Flemming
5852,28163,Gebrauchtwagen,Lönnecker Autohaus
25130,41893,Sanitärinstallationen,Ernst Worm Grammer Heizung Und Sanitär
44011,9089,Autowerkstätten,Peter Scheel Kfz-service-center E.k.
8015,60409,Versicherungsvermittler,Seyffer Versich.büro
29986,55671,Vereine,Werner Arendt Wirtschaftsvereinigung Alkoholfreie Getränke E. V.
61780,36644,Physiotherapie,Josef Volkert Praxis Für Physiotherapie Physiotherapie
3086,62462,Werbeagenturen,Nakata Werbungseminare Werbeagentur Jentzsch
33646,28395,Gebrauchtwagen,Pandici Automobile Roos
8933,36990,Physiotherapie,Martin Liedtke Buters Krankengymnastik
58225,18525,Elektriker,Schedlitzki Elektromeister Wichert
46731,5107,Architekturbüros,Fichtl Architekturbüro Tröger
61588,3729,Apotheken,Pavel Reichmann Reben Apotheke
24664,29932,Handelsvermittler Und -vertreter,Kattwinkel Handelsagentur
16729,9158,Autowerkstätten,Rampf Fahrzeugservice Dudek
40411,20492,Elektrotechnik,Pier-electronic Gmbh
18600,20510,Elektrotechnik,Point Tec Products Electronic Gmbh Holtz
31945,55114,Vereine,Siaf E.v. Reimers
63056,28556,Gebrauchtwagen,Rudolf Konrad Autohaus Wanderup Gmbh
10841,50565,Unternehmensberatungen,Krzystof Consulting
38705,24673,Friseure,Sakun Friseurmeisterin Scheffel
43840,36193,Physiotherapie,Fehler Physiotherapie
58056,30534,Handelsvermittler Und -vertreter,Schneider Giovanni Gmbh Industrievertr.
50789,18317,Elektriker,Picht Elektromeister Markgraf
9579,44587,Tiefbau,Bona-bau Gmbh Bauunternehmen
50867,63066,Werbeagenturen,Verlag Für Faire Werbung
43686,51319,Unternehmensberatungen,Picht Consulting Opensource-it Security Consulting U. Training Ketterer
49071,36386,Physiotherapie,Hagemeister Praxis Für Krankengymnastik Priebe
13906,53646,Vereine,Future E.v. Schmuck
34577,30891,Handelsvermittler Und -vertreter,Zirbes Handelsagentur
25661,31522,Hotels,Heinz Zuber Hamburg
49664,25521,Gebrauchtwagen,Ames Gebrauchtwagencenter
5068,3779,Apotheken,Rainer Hilpert Apotheken - Angler Apotheke
9510,10475,Dienstleistungen,Deutsches Rotes Kreuz Service Ggmbh Quedl./halberst.
26746,15476,Edv,Scheler Computerservice
4367,47001,Tiefbau,Richter Fr. Bauunternehmung Gmbh Bauunternehmen
40724,8196,Autowerkstätten,Franko Kfz-mechanik
44645,41907,Sanitärinstallationen,Europarohrreinigung + Sanitärmeister Rohrreinigung Kanalreinigung Notdienst Rohrreinigung
929,59818,Versicherungsvermittler,Martin Gaul Gothaer Versicherungen Vertriebsdirektion
6375,7054,Architekturbüros,Stroop Architekt
50145,20969,Elektrotechnik,Wabu-elektrotechnik Gmbh Weitz
49867,25199,Friseure,Vier Haareszeiten
62655,16174,Elektriker,Conring Elektro Gebäudetechnik
57373,28648,Gebrauchtwagen,Sekler Autoverkäufer Schepers
56359,60348,Versicherungsvermittler,Schomacker Versich.kfm.
13640,41339,Sanitärinstallationen,"Abflussnotdienst Brünen, Rohrreinigung Sanitär & Heizungsnotdienst"
46576,8837,Autowerkstätten,Lech Bobe Autolack Reparaturen
21903,31809,Hotels,Hotel Stadt Berlin Betr.gmbh C/oalter Domus Deutschlandgmbh
4427,32168,Hotels,Hotels - Hotel-waldblick
55405,25693,Gebrauchtwagen,Autocenter Elsterwerda
33718,6713,Architekturbüros,Rihn Architekt Dipl.-ing.
17308,10465,Dienstleistungen,Detlef Klier Stölting Facility Service Gmbh
47483,30208,Handelsvermittler Und -vertreter,Mofahma Service & Handelsgesellschaft Mbh Autoreparatur
32128,45898,Tiefbau,"Jerzinowski Gmbh, Hajo-joachim Bauunternehmen"
37777,58757,Versicherungsvermittler,Finanzmanagement Tallos Consulting Versicherung
54445,42285,Sanitärinstallationen,Heinz-Peter Abraham Heizung-lüftung-sanitär
55215,23545,Friseure,Infinity Hair Inh.kay-uwe Lamanna Friseur
38574,58627,Versicherungsvermittler,Edo Pohl Versicherungsfachmann ( Bwv)
24007,31738,Hotels,Hotel Mercure
54766,15454,Edv,Sainet Gmbh It Dienstleistungen
32067,20923,Elektrotechnik,Ubrig Elektrotechnik
10019,58113,Versicherungsvermittler,Armin Goldschmidt Gartenmeier Versicherungsbüro
15159,5283,Architekturbüros,Giarrizzo Architekt Dipl.-ing. Schaefer
28240,12547,Dienstleistungen,Rema Services Gmbh
30548,29092,Handelsvermittler Und -vertreter,Becht Industrievertretungen Höhne
525,12288,Dienstleistungen,Pass Banking Solutions Gmbh
53056,6261,Architekturbüros,Markus Schütte Bongé Architekt Bdb
52582,56616,Vermittlungen,"Elektro A-z & Notdienst, Alarm-, Photovoltaik-/solarstrom-, Sat-, Sprechanlagen E.k. Solaranlagenbau Laux"
53654,46828,Tiefbau,Peter-jürgenhoff Bau Gmbh Tief.-u. Rohrleitungsbau
18608,56200,Vermittlungen,"Alarmanlagen, Absicherungen Aller Art, Video, Notrufzentrale Remus Tag+nacht E.k Alarmanlagentechnik Ehlers"
21689,47318,Tiefbau,Silic-bau Gmbh
4098,14343,Edv,Gerd Fetzer Hs-edv Vertrieb Gmbh Computerreparatur
30923,28401,Gebrauchtwagen,Paul Genz City - Automobile
23916,31907,Hotels,Hotels - Am Fischhof
50509,13877,Edv,Computec Flensburg S. Gruhlke E.k. Computer Und Edv
3674,28074,Gebrauchtwagen,Kramer Auto Gmbh Autohaus
63151,40385,Restaurants,New Palms Restaurant Und Beteiligungs Gmbh
40457,34970,Maler,Philipp Möllers Tennhard Malermeister
13625,55513,Vereine,Verein Futtermitteltest E.v.
35719,24513,Friseure,Rainer Schäffler Baader Friseur
57000,17518,Elektriker,Heiko Theiß Elektro Westhäuser Gmbh Elektrobetrieb
34930,41692,Sanitärinstallationen,Bösling Sanitär- Heizungs- Und Klimatechnik Rinke
62708,16753,Elektriker,Elektro Schmierer Inh. Björn Schmierer Elektroinstallation
9488,12175,Dienstleistungen,Nicholasll Service Pedack Gmbh
57503,18587,Elektriker,Schwartau Elektromeister
39507,35954,Physiotherapie,Bruno Hermes Eisenbach Krankengymnastik
7670,19305,Elektrotechnik,Cs-elektrotechnik Gmbh
14784,7056,Architekturbüros,Stubbe Architekt Dipl.-ing.
6721,19322,Elektrotechnik,Daum Electronic Gmbh
62081,25690,Gebrauchtwagen,Autocenter Dinnebier Gmbh Ford Vertragshändler
47193,7295,Architekturbüros,Werner Siegl Pfahl Architekt (bda) Dipl.-ing.
26620,22642,Friseure,Frisörsalon Karl-ilja Siegmundbrandt Frisöre
28772,6815,Architekturbüros,Schaedel Architekt Dr. Günter
60794,56648,Vermittlungen,"Elektro A-z & Notdienst, Alarm-, Photovoltaik-/solarstrom-, Sat-, Sprechanlagen E.k. Solaranlagenbau Schmieder"
39119,51408,Unternehmensberatungen,Pro Apo Unternehmensberatung Toussaint Schepers
6280,7929,Autowerkstätten,Blitz Automobile Tiemo Yildirim Kfz-dienstleistungen
53414,52148,Unternehmensberatungen,Tak Geschäftsführungs-gmbh Rehberg
36084,22851,Friseure,Haar Friseursalon Herget
31969,38363,Restaurants,Buddha Bar Büro Martenimum Gmbh
5585,26282,Gebrauchtwagen,Autohaus Klepmeir Gmbh + Co. Kg Neufeld
56553,20010,Elektrotechnik,Jendrock Elektrotechn. Wilde
57294,4585,Architekturbüros,Beitler Und Demal Architekten Resch
20464,14890,Edv,Lauterntechnik It-dienstleistungen Fischer
26892,39276,Restaurants,"Gaststätten, Restaurants - Orhan`s Gerüchteküche"
51285,46636,Tiefbau,Münz Bauunternehmung
25482,2837,Apotheken,Arens' Fredn-apotheke Marien Apotheke
60788,23796,Friseure,Kluge Friseurmeister
51504,57268,Vermittlungen,"Hermann Gläser Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Elektroinstallationen"
44268,50385,Unternehmensberatungen,Karl Geißler Briefs Kommunal- U. Organisationsberatung
3984,23823,Friseure,Kontur Friseursalon
6592,48355,Unternehmensberatungen,B.o.b. Gmbh Catering-managementberatung U. Küchenplanung
16643,11926,Dienstleistungen,Marcus Burger Afb Application Services Ag
37641,17372,Elektriker,Golombeck Elektro- Und Gebäudetechnik Esser
8744,7479,Autowerkstätten,A & D Autoservice Hermsdorf Gmbh & Co. Kg Autoreparatur
11090,61474,Werbeagenturen,David Fuchs I-d Media Ag Werbeagentur
8750,61693,Werbeagenturen,Forte Werbeagentur Gmbh Werbeagentur
48291,49876,Unternehmensberatungen,Heinrich Weil Motorsport Consulting Gmbh
33282,9559,Autowerkstätten,Werner Mücke Kubiczek Autoreparaturwerkstatt
22307,30006,Handelsvermittler Und -vertreter,Kretzer Industrievertretungen
27015,55117,Vereine,Siegfried Reck Stadtteilbücherei Fasanenhof E.v.
27849,54754,Vereine,Norbert Küpper Vfb Von 1904 E.v. Vereinsgaststätte
35460,54748,Vereine,Nikolaus Neuberger Diakonisches Werk-stadtmission Dresden E.v.
55805,50566,Unternehmensberatungen,Krzystofikowski Unternehmensberatung
48186,36202,Physiotherapie,Ficht-huser Praxis Für Physiotherapie Nürnberger
16044,17891,Elektriker,Kroll Elektro
19777,54104,Vereine,Jehovas Zeugen Versammlung Deizisau E.v.
58668,18005,Elektriker,Längle Elektromeister Risch
8984,35658,Maler,Wintzen Malermeister
11616,54319,Vereine,Klemens Harms Ecpat E.v. Geschäftsstelle Vereinsverwaltung
4760,59928,Versicherungsvermittler,Nachbar Allianz Versicherungen Baumeister
61909,27182,Gebrauchtwagen,Caglayan Automobile
42047,13675,Edv,Beck Edv-service Siegmund Beck
5381,61304,Werbeagenturen,Blecker Werbeagentur
27449,377,Allgemeinärzte,Ekkehard Blume Sterling Arzt Für Allgemeinmedizin
56014,10658,Dienstleistungen,Elfen Service Gmbh
34782,14473,Edv,Hct Computertechnik Gmbh Edv
36843,40876,Restaurants,Seehaus Wietzepark Restaurant
26520,30313,Handelsvermittler Und -vertreter,Panq Handelsagentur E. K.
35588,7976,Autowerkstätten,Büchele Kfz-werkstatt
17047,5958,Architekturbüros,Kma Kniese & Mete Architekten Part. Mbb
25863,50457,Unternehmensberatungen,Klaus Hagedorn Logistik Serevice Consult Gmbh Unternehmensberatung
34602,38677,Restaurants,Fellners Restaurant
36682,25145,Friseure,Trott Frisörsalon
11397,12865,Dienstleistungen,Smart Display Solution Gmbh Wilhelmi
13745,39758,Restaurants,Helmut Stamm Panorama-restaurant Seekrug Restaurant
27716,48533,Unternehmensberatungen,Blue Stec Gmbh Unternehmensberatung Für Informationstechnologie Eckert
49937,43515,Sanitärinstallationen,Seidl Sanitärtechnik
33890,58124,Versicherungsvermittler,Assekuranz Service Süd West Gmbh
19211,23174,Friseure,Hair-look Gmbh Gesch.führung Beer
5410,57144,Vermittlungen,H.g. Bremer Kfz Werkstatt Gmbh Vermittlung Von Kraftfahrzeugersatzteile
46463,36034,Physiotherapie,Dauck-schriek Physiotherapiepraxis
35790,43265,Sanitärinstallationen,Rob & Hebel Gmbh Heizung + Sanitär
55833,8112,Autowerkstätten,Eduard Huber Kfz-reparaturwerkstatt Hertle Gmbh Kfz-werkstatt
24859,3179,Apotheken,Georg Retzlaff Apotheken - Paracelsus Apotheke Apotheken
48172,4267,Architekturbüros,Andreas Hardt Jaskolka Architekt
54941,10045,Dienstleistungen,Bavaria Werkschutz Gmbh Niederlassung Urbannheim Sicherheitsdienstleistung
55040,46227,Tiefbau,Kwade Bau Und Sanierung Gmbh
10426,42600,Sanitärinstallationen,Kallenberg Sanitärtechnik
30547,13652,Edv,Ba Business Advice Gmbh It-dienstleistung Thomas
34232,38162,Restaurants,Alexander Heider Landhaus Hoisdorf
22130,6975,Architekturbüros,Skp Architekten Architekten Lautenschläger
46161,63032,Werbeagenturen,Triple A Promotion Promotion Döring
49632,33141,Maler,Alfred Thiede Severitt Malermeister
53448,40531,Restaurants,Rebstock-stube Restaurant Und Hotel
29158,59967,Versicherungsvermittler,Nordisches Finanz-und Versicherungskontor Ag Heiden
13576,58859,Versicherungsvermittler,Geiling Versich.büro Borchers
23179,55584,Vereine,Vfb Herne Börnig 1919 E.v.
31718,22135,Friseure,Friseur City-hair-mustapham
35638,24553,Friseure,Reinhold Althaus Lubs Friseursalon
14092,12486,Dienstleistungen,Rainer Stecher Obse Objekt-service Gmbh & Co. Kg
22531,62061,Werbeagenturen,Jenkes Werbung
48427,58382,Versicherungsvermittler,Christoph Stang Keitlinghaus Ohg Lvm Versicherungsbüro
55857,16717,Elektriker,Elektro Romeis
49305,55309,Vereine,Tanzclub Kn E.v.
56938,37425,Physiotherapie,Portack Physiotherapiepraxis
22335,22523,Friseure,Friseursalon Und Zweithaarstudio Storer Inh. Pawelle Bohner
61149,48134,Unternehmensberatungen,Aktas Lee Management Cosultants Gmbh Unternehmensberater Hacker
37364,3992,Apotheken,Stadt-apotheke Adolph
34923,21088,Elektrotechnik,Zobler Elektrotechnik Gmbh
43166,41737,Sanitärinstallationen,Daniel Köppen Vogginger Sanitär
58610,8191,Autowerkstätten,Frank Kress Egen Autowerkstatt
1927,61163,Werbeagenturen,All Media Services Werbeagentur Günther
62736,31084,Hotels,Bad-hotel
6738,28935,Gebrauchtwagen,Wolfgang Weiland Hakvoort Automobile Gmbh Bmw-vertragshändler
43831,16457,Elektriker,Elektro Egbert Gmbh
46098,51147,Unternehmensberatungen,Numerex Unternehmensberatung Gmbh
27978,45803,Tiefbau,Höhme Bau Gmbh Haustechnik
40619,44603,Tiefbau,Bratz Bau Gmbh Geppert
57052,13771,Edv,Bwi Informationstechnik Gmbh Wüstefeld
21504,62234,Werbeagenturen,Kölzer Werbeagentur Leonardo
37428,31047,Hotels,Art Hotel Lösch
33701,14199,Edv,Eggl Computersysteme Bürotechnik
54631,33082,Hotels,Wolfgang Leicht Hotels - Village Stadthotel Marburg Ug
6996,50785,Unternehmensberatungen,Magnigroup Unternehmensberatung Für Existenzgründer
40632,19790,Elektrotechnik,H&s Elektrotechnik Gmbh Elektrotechnik
57036,288,Allgemeinärzte,Deeken Facharzt Für Allgemeinmedizin Dr. Med. Kramer
34118,10062,Dienstleistungen,Beck Und Süß Dienstleistungsservice
38741,34351,Maler,Krok Malermeister Sahm
59234,46611,Tiefbau,Mw Bau Gbr
23521,28066,Gebrauchtwagen,Konstantin Scheid Autohaus Thaller Inh. Thaller
48391,38589,Restaurants,Dunekack Adolph
7433,14116,Edv,Doc Computersysteme Ostendorf
48589,17441,Elektriker,H D Dienstleistung Gmbh Elektroanlageninstallation
45968,12755,Dienstleistungen,Sdi Dienstleistungs Gmbh
18574,35809,Physiotherapie,Anhorn Nicol Krankengymnastik Und Massagen
35559,63295,Werbeagenturen,Wolfgang Bunk Kn Werbung
18435,32596,Hotels,Mercure Hotel Am Friedoiskaner
9650,26298,Gebrauchtwagen,Autohaus Korte & Timothy
57286,35650,Maler,Wind Gmbh Malerfachbetrieb Malerbetrieb
6363,61432,Werbeagenturen,Consequence Werbung & Kommunikation Mbh
7773,6587,Architekturbüros,Plonka Architekturbüro
20479,58685,Versicherungsvermittler,Ergo-wilkeia Versicherung
14113,45526,Tiefbau,Harald Schießl Schmaus Bauunternehmung
40155,12848,Dienstleistungen,Sita Kommunal Service West Gmbh
56548,22531,Friseure,Friseursalon werk Ii Hänel
29730,53002,Vereine,Awo Ortsverein Murrhardt E. V. Nachbarschaftshilfe Strack
58956,1956,Allgemeinärzte,Windberg Facharzt Für Allgemeinmedizin Dipl.-med.
10786,42560,Sanitärinstallationen,Juffa Heizung Sanitär Frese
47438,41338,Sanitärinstallationen,"Abflussnotdienst Bottrop, Rohrreinigung Sanitär & Heizungsnotdienst Sanitärnotdienst"
62240,12381,Dienstleistungen,Power-solutions Gmbh & Co. Kg Rumpf
13818,57731,Vermittlungen,"Stefan Gehrig A.a.b. Absicherungen, Alarmanlagen & Bewachungen, Notrufzentrale Remus E.k. Wachdienst"
35118,34293,Maler,Klopfer Malergeschäft Neugebauer
21983,11645,Dienstleistungen,Keller Hanspeter Dienstleistungsservice
42469,50681,Unternehmensberatungen,Lienert Unternehmensberatung
3766,40673,Restaurants,Restaurant Mythos
23100,45853,Tiefbau,"Ioning Baugeschäft Gmbh, Friedrich"
54266,59664,Versicherungsvermittler,"König Klaus-dieter, Immobilien, Versicherungen Gmbh"
57014,45270,Tiefbau,Gerd-dieter Baugeschäft Ing.
42478,50222,Unternehmensberatungen,Isystems Consulting E.k.
25601,25274,Friseure,Werner Herbst Arras Friseursalon
31207,26585,Gebrauchtwagen,Autohaus Ruhe Gmbh
22534,54352,Vereine,Kredit Auskunft Zu Darlehen Finanzierungen Telefonische Vermittlung E.v. Gessner
62780,36566,Physiotherapie,Hypa Praxis Für Krankengymnastik Abt
6865,38859,Restaurants,"Gaststätten, Restaurants - Ambrosiusseck"
60276,30067,Handelsvermittler Und -vertreter,Leif Frahm Rosco Handelsgesellschaft Mbh
7958,404,Allgemeinärzte,Erwin Helbig Gegner Allgemeinmedizin
62566,13060,Dienstleistungen,Telehaus Dienstleistungen Gmbh
62509,24364,Friseure,Paninka Friseursalon
21684,48835,Unternehmensberatungen,Consideratio It-beratungsges.mbh Edv-unternehmensberatung
765,56297,Vermittlungen,"Alarmanlagen, Absicherungen Aller Art, Video,notrufzentrale Remus Tag+nacht E.k. Alarmanlagentechnik Sondermann"
19071,47463,Tiefbau,Stotz - Bau Gmbh
34722,28058,Gebrauchtwagen,Kobeissi Autohandel
58591,57098,Vermittlungen,Gerhard Gronau Aktiv Verbraucher-beratung Gmbh Notarzt
26796,36910,Physiotherapie,Lenhof Physiotherapie Wanke
46631,19926,Elektrotechnik,Horst Gerhardt Koob Elektrotechnik
33772,39950,Restaurants,Jazzkeller
56833,43095,Sanitärinstallationen,Otto Schulze Söhn Sanitär- Und Heizungsanlagen
7781,27283,Gebrauchtwagen,Diepolder Autohaus Galle
4981,20755,Elektrotechnik,Smart Electronic Development Gmbh
42742,23133,Friseure,Hair Image
5494,2737,Apotheken,"Apotheken - Sonnen-apotheke, Ratko Albert"
58169,37010,Physiotherapie,Medifit Physiotherapie
43683,46061,Tiefbau,Kgb Jörg-peter Kimmerle Gewerbe-bau
50101,29353,Handelsvermittler Und -vertreter,Endorff Handelsvertreter Landmann
60145,26856,Gebrauchtwagen,Autohaus Winnwa Haake
36474,57145,Vermittlungen,"Handwerkergilde Vermittlungsgesellschaft Für Bauleistungen Mbh Planen, Bauen, Hamitvieren"
43685,37161,Physiotherapie,Paramedico Praxis Für Krankengymnastik Inh. Silbert Heijnens Krankengymnastik Für Physikalische Therapie
6525,26649,Gebrauchtwagen,Autohaus Schultheiß Gmbh
488,18431,Elektriker,Reubold Elektroinstallation
15602,545,Allgemeinärzte,Gilitschenski M.u. Kalinina A. Ärzte Für Allgemeinmedizin
36713,16206,Elektriker,Detlef Fuchs Ammer Elektrodienstleistung
39951,56801,Vermittlungen,"Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Satellitenantennenbau Jürgens"
4866,28000,Gebrauchtwagen,Kfz Werkstatt Autohaus Ostmann Kg Kfz-werkstatt
18703,27433,Gebrauchtwagen,Fertig Autohaus
28792,16940,Elektriker,Elektro-giner Gmbh Service
22169,19755,Elektrotechnik,Gruenwald Electronic Gmbh Elektronik
31712,15544,Edv,"Skc It Service Gmbh Computeradministration,"
62455,61158,Werbeagenturen,Alfred Herbert Ratzinger Werbung
45118,4571,Architekturbüros,Baur Architekturbüro
13748,34481,Maler,Lüttgens Malereibetriebe München Gmbh
6908,31189,Hotels,Christof Haak Parkhotel Plauen
62441,61525,Werbeagenturen,Dieter Vogelsang Comcept Agentur Für Vernetzte Gmbh Werbeagentur
11581,49230,Unternehmensberatungen,Efstratioscke & Liptow Consult Gbr
55810,55205,Vereine,Stadtindianer E.v. Kita Lotta
2053,27683,Gebrauchtwagen,Hans-georg Herrmann Mh-automobile
48468,41533,Sanitärinstallationen,Bernd Jonas Thermosolar Gmbh Sanitär Heizung
46530,30153,Handelsvermittler Und -vertreter,Matthias Thiede Dziatzko Handelsvertreter
17702,710,Allgemeinärzte,Heinz Sager Eirich Arzt Für Allgemeinmedizin Dr.
18068,36687,Physiotherapie,Karl-hans Physiotherapie
21215,59515,Versicherungsvermittler,Karl Schumacher Gerbl Versicherungsbüro
31249,7445,Architekturbüros,Zickgraf Architektin Paulsen
42415,27790,Gebrauchtwagen,Hochmuth Autoverkäufer
59949,24186,Friseure,Michael Kessler Kunstraum
5198,7340,Architekturbüros,Wilhelm Freier Bauwerkplus Bauwerk Und Gebäudeplanung Architekten
52677,59386,Versicherungsvermittler,Hörath Finanz- U. Versicherungsvermittlung
34732,13975,Edv,Computersysteme Rousselange
36781,43455,Sanitärinstallationen,Schnautigel Sanitär Heizung Keck
37832,12843,Dienstleistungen,Sirius Fleetmanagement Solutions Gmbh
37532,56773,Vermittlungen,"Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Satellitenantennenbau Franz"
15434,35536,Maler,Van De Sandt Egid Malerwerkstätten Gmbh
52419,39728,Restaurants,Heinz Blümel Natur-bar
50229,2422,Apotheken,Apotheken - Elch-apotheke Haug
43759,3724,Apotheken,Patrick Deckert Apotheken - Central Apotheke
58063,18423,Elektriker,Rene Schütze Spelly Elektro
11509,40349,Restaurants,Movie Bar Cafe
35470,51782,Unternehmensberatungen,Sc Verhandlungstechnik & Consulting Gmbh
26773,56934,Vermittlungen,"Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Solaranlagenbau Lüdecke"
29000,59969,Versicherungsvermittler,Nossack Versicherungen
46277,16919,Elektriker,Elektro-center Gammer Gmbh
36140,30162,Handelsvermittler Und -vertreter,Mehringer Industrievertr.
1589,40114,Restaurants,Kärcherhalle
47038,18835,Elektriker,Ulbrich Elektroinstallationsmeister Elektro
3656,57762,Vermittlungen,Straßenverkehr Auskunft Zu Kfz-zulassungsstelle Stva.de E.k. Auskunftsdienst Riehl
20993,19620,Elektrotechnik,Fels Elektrotechnik
61710,44158,Tiefbau,Atilla Franzke Quäckber Baubetrieb
47558,14162,Edv,Edv Becker Gmbh Köpke
2020,41972,Sanitärinstallationen,Frei Gmbh Sanitär U. Mehr
34681,9459,Autowerkstätten,Torsten Schober Lukossek Autodienst
16774,63296,Werbeagenturen,Wolfgang Führer Wisdesign Werbeagentur
7173,45459,Tiefbau,Hagen Nitzsche Reitinger Bau Gmbh Bauunternehmen
2883,46720,Tiefbau,Oehm Bauunternehmen
41363,6069,Architekturbüros,Kurscheid + Partner Architekten
10416,55600,Vereine,Vfr Aalen 1921 E.v. Kösters
44016,10630,Dienstleistungen,Eder Kzf Service
14462,57240,Vermittlungen,"Helmut Schnurr Elektro A-z & Notdienst, Alarm-, Photovoltaik-/solarstrom-, Sat-, Sprechanlagen E.k. Solaranlagenbau"
1077,564,Allgemeinärzte,Gorniatzek Facharzt Für Allgemeinmedizin
11442,23011,Friseure,Haarstudio Trend-line
8019,9747,Dienstleistungen,Airport-service-velbert
41165,36964,Physiotherapie,Manegold Meyer Rocco Privatpraxis Für Osteopathie Und Physiotherapie
46021,30210,Handelsvermittler Und -vertreter,Mohag Motorwagen- Handelsgesellschaft Mbh
50223,43034,Sanitärinstallationen,Niemann Rolf-dieter Sanitär Bad-boutique
35212,62001,Werbeagenturen,Härcher Werbung Werbung Loose
29322,54986,Vereine,Rheuma-liga Niedersachsen E.v.
1819,48832,Unternehmensberatungen,Conor-consulting Boy Bernhardt
37333,11291,Dienstleistungen,Hochtief Solutions Ag Bauplanung Grosch
34355,40086,Restaurants,Kreuz-wiechs Popp
27934,21995,Friseure,Fb Friseurbetrieb Gmbh & Co. Kg Friseur Haarpflegeshop Für Jedermann
31240,49121,Unternehmensberatungen,Dose Consult Reiche
10455,202,Allgemeinärzte,Bruckmoser Allgemeinmedizin Linz
3257,42838,Sanitärinstallationen,Liebefinke Installationsbetrieb Sanitär/heizungstechnik
39675,24683,Friseure,Salon De Coiffeur Albert Frisörsalon
51680,48014,Unternehmensberatungen,11:55 Pm Consultans Gmbh Unternehmensberatung
31632,43103,Sanitärinstallationen,Palinske Sanitär- Heizungs- Und Klimatechnik
44782,48629,Unternehmensberatungen,Büka Edv-unternehmensberatungs Gmbh
30153,38631,Restaurants,Elia Eliea
4905,44999,Tiefbau,Elektronik-bau Ron-dieter Schneider
14496,51562,Unternehmensberatungen,"Red Line Logistics Service Ag, Spedition, Logistik Und Consulting Nießen"
54421,44,Allgemeinärzte,André Scheller Rahe Arzt Für Allgemeinmedizin Und Naturheilverfahren Dr. Med.
5229,5569,Architekturbüros,Hentschke Architekturbüro Dipl.-ing. (fh)
22256,13991,Edv,Connect Kommunikationssysteme Gmbh Staab
38615,2836,Apotheken,Apotheker Bauer & Co. Ohg
1202,9860,Dienstleistungen,Anton Röder Borsig Service Gmbh
47929,1279,Allgemeinärzte,Neili Allgemeinarzt Dr. Med.
11546,24130,Friseure,Matthias Roder Malotta Friseurmstr.
28793,6004,Architekturbüros,Kotthoff Architekturbüro
16684,28612,Gebrauchtwagen,Schnoor Automobile
5467,44292,Tiefbau,Baugeschäft Büser Gmbh Lübke
37960,52429,Unternehmensberatungen,Vexxus Gesellschaft Für Consulting & Service Mbh Unternehmensberatung Gaul
