,label,text
13887,Edv,Computer Pc Doc Mobiler Service Computer
7727,Autowerkstätten,Autohaus Fehmildo Fischer Autohaus Autoreparaturen
29566,Handelsvermittler Und -vertreter,Guggenberger Handelsvertreter Kögel
39275,Restaurants,"Gaststätten, Restaurants - Orchideen-palast"
32060,Hotels,Hotels - Hotel Designhotel Überfluss
32381,Hotels,Hugo Schröter Hotels - Märtens Gesellschaftshaus
54532,Vereine,Lsb Lohnsteuerberatung E.v. Lohnsteuerberatung
37895,Physiotherapie,Thiel-kuhn Praxis Für Physiotherapie
58077,Versicherungsvermittler,Andreas Friedrichs Jaschinski Lvm Versicherung
12818,Dienstleistungen,Services Sound & Vision
13129,Dienstleistungen,Tkm Service Gmbh
14406,Edv,Güdler Datenservice Gmbh & Co. Kg
43288,Sanitärinstallationen,Rudolf Back Bunn Sanitär- Und Heizungstechnik
16607,Elektriker,Elektro Kowalschik Gmbh & Co. Kg Joos
20530,Elektrotechnik,"Ptw-freiburg Physikalisch-technische Werkstätten Dr. Pychlau Gmbh Feinmechanik Und Optik, Elektrotechnik Und Elektronik"
61617,Werbeagenturen,Engelbert Rüdiger Lotus Präsentwerbung Gmbh Werbepräsentwerbung
33225,Maler,Beissel Malergeschäft Stark
61496,Werbeagenturen,Desing Limburg Werbeagentur Gerke
30005,Handelsvermittler Und -vertreter,Krebs Handelsvertretung
15898,Elektriker,Adolf Mueller Ketels Elektroinstallation
45678,Tiefbau,Hewa Bau Gmbh
51776,Unternehmensberatungen,"Saxonia Systems Ag Consulting, Softwareentwicklung, Bildung"
8426,Autowerkstätten,Heiner Häuser Gio-allrund Kfz-aufbereitung
8203,Autowerkstätten,Fraunauer Kfz-werkstatt
13986,Edv,Comtri Gmbh Business Solution
50290,Unternehmensberatungen,Joachim Fritsche Logist Consult Gmbh
27091,Gebrauchtwagen,Best-cars Kfz-vermittlung U. Handel Inh. Jens-peter Baierle Automobilhandel
5401,Architekturbüros,Hage.felshart.griesenberg Architekten Bda Kellermann
55093,Vereine,Seglergemeinschaft Lohheider See E.v. Freier
6277,Architekturbüros,Matthias Bitzer Gäde Architekt
16954,Elektriker,Elektro-install Bogutzki E.k. Szymanski
16667,Elektriker,Elektro Nino Gmbh
18242,Elektriker,Olbort Elektroinstallationen
9655,Dienstleistungen,2 Speak Solutions E.k. Rupp
5400,Architekturbüros,Hafner Architekt Dipl.-ing.(fh)
4430,Architekturbüros,Architekturbüro Marianoa Klemens Architekten
29324,Handelsvermittler Und -vertreter,Eberhard Demuth Pröpper Werksvertretung
57925,Vermittlungen,Wolfgang Reindl Aktiv Auskunft Verbraucher-beratung Gmbh Verbraucherschutz
46882,Tiefbau,Pro Bau Otwinbilien Gmbh
15579,Edv,Stangl Computerberatung
60444,Versicherungsvermittler,Signal Induna Versicherung Gotthardt Karakus Versicherungsbüro
12664,Dienstleistungen,S+h Alpha Service Gmbh & Co.kg Ramm
40268,Restaurants,Mamma Bastian
41814,Sanitärinstallationen,Dorn Gas- Und Wasserinstallation
60114,Versicherungsvermittler,Prellwitz Versicherungskaufmann Meyer
48838,Unternehmensberatungen,Consilia Treuhandges. Unternehmensberatung Gmbh Unternehmensberatung
56660,Vermittlungen,"Elektro A-z & Notdienst, Alarm-, Photovoltaik-/solarstrom-, Sat-, Sprechanlagen E.k. Solaranlagenbau Steck"
56990,Vermittlungen,"Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Solarstromanlagenbau Schleicher"
33357,Maler,Büttner + Scheller Malereibetrieb Gmbh
10652,Dienstleistungen,Ekrem Service Gmbh
13234,Dienstleistungen,Vario Gf-service Gmbh Gästehaus
16031,Elektriker,Bartosch Elektro
11056,Dienstleistungen,Günter Stock Indiwidual Ag - Webbasierte Office-dienstleistungen
58723,Versicherungsvermittler,Fabig Organisationsleiter Versicherungen Bausparkasse
34862,Maler,Niehaus Malermeister Und Lackierer
29559,Handelsvermittler Und -vertreter,Gruhl Industrievertreter Grimmer
60913,Versicherungsvermittler,Winklhofer Versicherungen Loibl
29939,Handelsvermittler Und -vertreter,Kestermann Handelsvertretungen Preuss
6791,Architekturbüros,Rückert Architekt
25271,Friseure,Werner Fromme Salon Gerweck Friseurgeschäft
50829,Unternehmensberatungen,Marco Swoboda Schlachta Unternehmensberatung
3537,Apotheken,Ludwig Schatz Apotheken - Apotheke Im Multi-süd
24396,Friseure,Peter Cohrs Thalhauser Friseursalon
26622,Gebrauchtwagen,Autohaus Schill Gmbh
20721,Elektrotechnik,Secura-electronic Gmbh
9030,Autowerkstätten,Norbert Riese Tobisch Kfz-werkstatt
20229,Elektrotechnik,Lucas Electronic Gmbh
26672,Gebrauchtwagen,Autohaus Seifert Gmbh
24704,Friseure,Salon Hair-eck
47414,Tiefbau,Stefan Kohler Somplatzki Gmbh Tiefbau
19542,Elektrotechnik,Elgetek Elektro -& Gebäudetechnik Elektrotechnik
52464,Unternehmensberatungen,Vonhaveprojekt Gmbh - Generalplanung Giese
33548,Maler,Erden Maler Schlemmer
20812,Elektrotechnik,Studt Elektrotechnik
36759,Physiotherapie,Knittler Krankengymnastik Brümmer
52661,Unternehmensberatungen,Wolfgang Nielsen Pmi Consulting Gmbh
56416,Vermittlungen,"Carmelo Weiland Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Satellitenantennenbau"
8356,Autowerkstätten,H K Fahrzeugtechnik Gmbh Kfz-werkstatt Wacker
5051,Architekturbüros,Esfandiary Architekturbüro Dipl.-ing. Bergmann
9631,Autowerkstätten,Ziehr Kfz-reparatur
11789,Dienstleistungen,Kötzel
32705,Hotels,Peter Gregor Hotel Dreimädelhaus Gmbh
17451,Elektriker,Hadler Gmbh Elektro-elektronik-technik Finkbeiner
4237,Architekturbüros,Alexander Edelmann Schoor Architekturbüro Dipl.-ing.
22469,Friseure,Friseursalon Kamm Und Schere Inh. Götza Eilers U. Veit Ihme
34243,Maler,Keitz Malerfachgeschäft
35617,Maler,Werner Bäuerle Ebnet Malerbetrieb Farbenfachgeschäft
32245,Hotels,Hotels - Novotel Düsseldorf City West Fels
57461,Vermittlungen,"Lion Rose Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Satellitenantennenbau"
9986,Dienstleistungen,Axians Networks & Solutions Laube
23867,Friseure,Kröhne Damenfriseur Raddatz
23254,Friseure,Hans Kammerer Happy Hair Friseursalon
18467,Elektriker,Rolf Westphal Ip-kom Elektroinstallationen
18131,Elektriker,Microtherm Gmbh Elektrotechnikbetrieb
47195,Tiefbau,Schnell - Bau Gmbh Estricharbeiten Lamm
50646,Unternehmensberatungen,Laue K.l.consulting Gmbh
32349,Hotels,Hotels - Welmes Hotel
52275,Unternehmensberatungen,Trend X Wirtschafts- U. Unternehmensberatung
48254,Unternehmensberatungen,Arlington Consulting Gmbh Scheibe
52597,Unternehmensberatungen,Willi Scheer Horbach Unabhängige Wirtschaftsberatung Center Köln Ii
54172,Vereine,Jürgen Zenker Jehovas Zeugen Versammlung Geretsried E.v.
28415,Gebrauchtwagen,Peter Ullmann Wiker Autohaus
41468,Sanitärinstallationen,Bad Und Mehr Gmbh Sanitärbetrieb
40499,Restaurants,Punphaisan Restaurant
13464,Dienstleistungen,Wwd Dienstleistung Gmbh Eichmann
8158,Autowerkstätten,Fahrwerk Mobile Oldtimer Werkstatt Automobilwerkstatt
46295,Tiefbau,"Lechmann Bauunternehmung Gmbh & Co. Kg, Herbert"
61869,Werbeagenturen,Hans Heins Grübel Werbung
55861,Vermittlungen,"A.a.a.allround Dienstleistungen, Ausführung U. Vermittlung, Notd. Tag+nacht Gmbh Schädlingsbekämpfung Sonntag"
50713,Unternehmensberatungen,Loibl Unternehmensberatung Für Ärzte
50711,Unternehmensberatungen,Logolutions Unternehmensberatung
17314,Elektriker,Geil Elektromeister
23577,Friseure,Jens Brix Birds & Fellows Friseur
43762,Sanitärinstallationen,Vella Service Und Beratung Heizung Sanitär Und Energie Heizung- Und Sanitärservice Röttger
53210,Vereine,Country & Western Friends Koetz 1982 E.v.
21594,Friseure,Coiffeur Velly Inh.frau Nothacker Frisörsalon
61608,Werbeagenturen,Eliasefsky Kiriakos Gmbh Werbeagentur
11592,Dienstleistungen,K. U. K. Port Service Gmbh
21050,Elektrotechnik,Wittmann Elektronik U. Priv.
13151,Dienstleistungen,Transtec Trailer Service Gmbh Finger
34289,Maler,Klinger Malerbetrieb
55936,Vermittlungen,"A.a.b. Absicherungen, Alarmanlagen & Bewachungen, Notrufzentrale Remus E.k. Wachdienst Wüstefeld"
10147,Dienstleistungen,Bockholdt-gruppe Dienstleistungs-gmbh
53768,Vereine,Guenther Heyer Gefährdetenhilfe Wuppertal E. V.
46226,Tiefbau,Kuzmanovic Bauunternehmung
21225,Friseure,Armin Scheu Ryf Coiffeur
25687,Gebrauchtwagen,Autocenter Brockhagen Kriegel Gmbh
38435,Restaurants,Cafés - Enjoy It Jennifer U. Harold Drews Gastronomie
5443,Architekturbüros,Hans-horstroch Architekt Dipl.-ing.
59009,Versicherungsvermittler,"Guentersen Versicherungen Lsh, Lkh, Llh"
46193,Tiefbau,Ksk Tiefbau Gmbh
59810,Versicherungsvermittler,Markus Wiegmann Pempelfort Versich.kfm.
28959,Gebrauchtwagen,Zickardt Autohaus
19219,Elektrotechnik,"Breiden Elektrotechnik, Cad/cae U. Softwareerstellung Kalb"
8391,Autowerkstätten,Hans-Peter Stöcker Leuthold Auto-service Gmbh
60204,Versicherungsvermittler,Remien Rochus Kg Versicherungen Immobilien
48529,Unternehmensberatungen,Blossei Finanz- Und Wirtschaftsberatung
7682,Autowerkstätten,Auto-service-center Plock Autoservice
41121,Restaurants,Werner Eibl Kreuz
3019,Apotheken,Dieter Weise Limes Apotheke
40447,Restaurants,Pempel Restaurant
17086,Elektriker,Elektroinstallation Merettig
56772,Vermittlungen,"Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Satellitenantennenbau Flick"
38036,Physiotherapie,Wichert Physiotherapie
54525,Vereine,Lolek Und Bolek 2002 E.v.
17827,Elektriker,Kley Elektroinstallation
4252,Architekturbüros,Altenberg Tuncernieur- Und Architekturbüro Dipl.-ing.
60601,Versicherungsvermittler,Tiedemann Christos E.k. Generalvertretung Der Allianz Versicherungen
28808,Gebrauchtwagen,Ungeheuer Automobile Gmbh
39382,Restaurants,"Gaststätten, Restaurants - Saalbau"
57271,Vermittlungen,"Hermann Reese Elektro A-z & Notdienst, Alarm-, Photovoltaik-/solarstrom-, Sat-, Sprechanlagen E.k. Solaranlagenbau"
39092,Restaurants,"Gaststätten, Restaurants - Haus Bolten"
54129,Vereine,Johannes Lieske Schloß Gnadenthal Ges. Bildung & Lebem E.v. .
44942,Tiefbau,Eberl Klaus-dietrich Bauunternehmung Gmbh
54905,Vereine,Pünktelchen E. V. Bergmann
13185,Dienstleistungen,Tüv Süd Ag Industrie Service Regionalleitung Nordost
12039,Dienstleistungen,Michael Kampmann Infinident Services Gmbh
37187,Physiotherapie,Peter Gutmann Biba Krankengymnastik
60329,Versicherungsvermittler,Schlögl Versich.büro Platz
24567,Friseure,Resch Joao Haarservice Frisör
13552,Edv,Ake It-services E.k. Sonntag
1976,Allgemeinärzte,Wolfgang Arendt Tennert Facharzt Für Allgemeinmedizin Dipl.-med.
48094,Unternehmensberatungen,Adsc Software & Consulting Gmbh Mucha
53357,Vereine,Dieter Schenke Kontakt International Magdeburg E. V.
43530,Sanitärinstallationen,"Shb Sanitär,- Heizung Beratungsgesellschaft"
17008,Elektriker,Elektro-schack Elektroinstallateurmeisterbetrieb
28286,Gebrauchtwagen,Mm-automobile.de E.k. Freyer
6897,Architekturbüros,Schumann Architekt Dipl.-ing.
226,Allgemeinärzte,Buyny Facharzt Für Allgemeinmedizin Dr. Spieß
18053,Elektriker,Martin Helfrich Stuck Elektroinstallation
43625,Sanitärinstallationen,Stover Wärme- Und Sanitärtechnik Gmbh Stelter
13597,Edv,Andreas Bartl Di Ienno Edv
15498,Edv,Schwartz It- Und Pc-technik
13671,Edv,Bcp - Computersysteme Gmbh
33539,Maler,Elmshäuser Maler- Und Lackierbetrieb Meinhardt
42818,Sanitärinstallationen,Lehne Gmbh Klempnerei Heizungs- Und Sanitärtechnik
61007,Versicherungsvermittler,Württembergische Versicherung Schwab Danny
2387,Apotheken,Apotheken - Die Punkt Apotheke
51157,Unternehmensberatungen,Ober Wirtschafts- Und Unternehmensberatung Dipl.-betriebswirt(fh)
28235,Gebrauchtwagen,Matthias Eder Motsch Automobile
47507,Tiefbau,Südelectric Gmbh -hochspannungs- Hochspann.techn. Steu.bau
15762,Edv,Volix Ug Edv-dienstleister Kretschmer
49287,Unternehmensberatungen,Erich Horn Castle Consulting Gmbh
1596,Allgemeinärzte,Schmedes Fachärztin Für Allgemeinmedizin Dr. Med.
11821,Dienstleistungen,Lemon Cine Solution Gmbh
23108,Friseure,Hair Express Im Edeka-centrum Haase
60364,Versicherungsvermittler,Schulte Ole Allianz Generalvertretung Versicherungskaufmann
58568,Versicherungsvermittler,Dietmar Saathoff Said Versicherung
54125,Vereine,Johann Kutz Jehovas Zeugen Versammlung E. V.
6150,Architekturbüros,Letzelfreivogel Architektengesellschaft Mbh Architekturbüro
54091,Vereine,Issit E.v.
6391,Architekturbüros,Müntinga Puy Architekturbüro
19989,Elektrotechnik,Integral - Soziale Und Ökologische Dienstleistungen - Gemeinnützige Gmbh Abhol-servicenummer Für Elektro-und Elektronik-altgeräte
9112,Autowerkstätten,Plug Autoreparatur Hülsmann
8987,Autowerkstätten,Multiparts Ug Kfz-service Seel
34460,Maler,Lothar Waibel Tenbücken Malermeister
1517,Allgemeinärzte,Ross Ärztin Für Allgemeinmedizin
16355,Elektriker,Elektro - Maier Gmbh
38880,Restaurants,"Gaststätten, Restaurants - Bei Cassi Duprée Gaststätte"
61310,Werbeagenturen,Bluebox Promotion Gmbh
9043,Autowerkstätten,Oischinger Kfz-reparaturen Schlichting
32408,Hotels,Intourhotel
2351,Apotheken,Apotheken - Brunnen Apotheke Wenk
59789,Versicherungsvermittler,Manfred Sprenger Provinzial Versicherung Barabanovski & Schmolz Ohg
21899,Friseure,Engelhard Wagener & Team Frisör
530,Allgemeinärzte,Gerhard Mohr Jakupovic Fachärztin Für Allgemeinmedizin Dr.
28721,Gebrauchtwagen,Stümper Auto Ford-vertragshändler Gmbh
38984,Restaurants,"Gaststätten, Restaurants - Fährmann Gmbh Gaststätte Restaurant"
51213,Unternehmensberatungen,Otto Kilian C2m Marketing Unternehmensberatung
43187,Sanitärinstallationen,R&b-b Versorgungstechnik Jakub Binkowski-braconier
37252,Physiotherapie,Physiotherapeutische Praxis Physiotherapie Scheuer
55451,Vereine,Ubaldo Theiß Ambulante Hilfen Für Menschen Mit Behinderung E.v.
25298,Friseure,Wigos Hair Friseursalon
41622,Sanitärinstallationen,Bredow Sanitär & Heizungsbau Gmbh Heizungsbau
10272,Dienstleistungen,Chgtools Solution Development Service Line Mosch
31381,Hotels,Georg Hake Deynique
46406,Tiefbau,Mainka Iwan Bauunternehmung Gmbh & Co.
40223,Restaurants,Leicks Hof Speisewirtschaft
29874,Handelsvermittler Und -vertreter,Josef Brenner Der Objekter Handelsgesellschaft Mbh
40554,Restaurants,"Restaurant Alte Pumpe, Pumpe Gastronomie Gmbh"
58576,Versicherungsvermittler,Dirk Kast Grunt Versicherungsbüro
44977,Tiefbau,Ehrfried Reuter Technisches Projekt Controlling Nicolonieurbüro Bau
21526,Friseure,Christian Gutmann Hrukalov Hairdesign
44635,Tiefbau,Bself Gmbh Bauunternehmen
52591,Unternehmensberatungen,Wilhelm Schiele Tks Consulting Gmbh Consultingbüro
54340,Vereine,Konstantinos Seibert Dhammacari Vipassana E.v.
32828,Hotels,Schloß Gevelinghausen
52912,Vereine,Antonio Wehr Projekt Leben E.v.
54521,Vereine,Lohnsteuerberatungsverbund E.v. Schumacher
44959,Tiefbau,Edelstahl Geräte Bau Frei
58690,Versicherungsvermittler,Erich Lüdtke Schmatz Versicherungskaufmann
38622,Restaurants,El Greco Restaurant März
35820,Physiotherapie,Arcanum Gesundheitszentrum Für Therapie Und Prävention - Andrew Erning Physiotherapeutisches Zentrum
7937,Autowerkstätten,Borst Kfz-meister
52590,Unternehmensberatungen,Wilhelm Hiller Sac Consulting Ug (haftungsbeschränkt) Finanzierungsvermittlung
60033,Versicherungsvermittler,Pahnhenrich Versicherung
10998,Dienstleistungen,Gottfried Dunkel Swa Service
44323,Tiefbau,Baugeschäft Raphael Ney Gmbh
31697,Hotels,Hotel Haus Daufenbach Hans-michael Madaus Gmbh
57223,Vermittlungen,"Heinz-Werner Michalski A.a.a.allround Dienstleistungen, Ausführung U. Vermittlung, Notd. Tag+nacht Gmbh Schädlingsbekämpfung"
30438,Handelsvermittler Und -vertreter,Ritzert Handelsvertretungen
46929,Tiefbau,Rameken Landschaftsgestaltung U. Tiefbau Thormann
4037,Apotheken,Süd-apotheke Falk
63104,Werbeagenturen,Wabo-werbeagentur
47810,Tiefbau,Weege Swb Weege Bau Gmbh Kraft
55628,Vereine,Vplt E.v. Rau
9634,Autowerkstätten,Zirhut Kfz-handel
10195,Dienstleistungen,Bsg Clearing Solutions Gmbh
32230,Hotels,Hotels - Morada Hotel Gifhorn Schock
52594,Unternehmensberatungen,Willi Engel Karamea Gmbh Unternehmensberatung Für Telekommunikation
62248,Werbeagenturen,Lange + Pflanz Werbeagentur Gmbh
29846,Handelsvermittler Und -vertreter,Ipg Gmbh Industrievertr. Rüger
9607,Autowerkstätten,Wolfgang Niedermeier Güntzel Kfz-werkstatt
32989,Hotels,Travdo Hotels & Resorts Gmbh Diederich
5821,Architekturbüros,Jürgen Thamm Kaplan Architekturbüro
11002,Dienstleistungen,Gourmet-service Fernando Hirschau Gmbh
57920,Vermittlungen,Wolfgang Michael Itelkom Gmbh Auskunft Zu Behördenanfragen
63090,Werbeagenturen,Von Slatow Ideeratio Gmbh & Co. Kg Werbeagentur
43245,Sanitärinstallationen,Rettenmeier Heizung- Und Sanitärinstallation
9355,Autowerkstätten,Smigowski Kfz-werkstatt Thies
2644,Apotheken,"Apotheken - Pinguin Apotheke, Inh. Dimitriula Pothmann"
3955,Apotheken,Sonnenapotheke
57600,Vermittlungen,Paul-Heinz Kümmel Aktiv Verbraucher-beratung Gmbh Notarzt
13137,Dienstleistungen,Top Service Gmbh Hoff
55265,Vereine,Sv Amisia Wolthusen Von 1929 E.v. Härtel
54828,Vereine,Paul Kleemann Verein Für Christliche Sozialarbeit Haspe E.v.
23094,Friseure,Hair Emotion Magnus Eggers
17865,Elektriker,Kotitschke Elektro Kröger
619,Allgemeinärzte,Günther Rasche Artzner Ärztin Für Allgemeinmedizin Dr.
5597,Architekturbüros,Heut Architekturbüro Priebe
28559,Gebrauchtwagen,Ruediger Autovertragshandel
924,Allgemeinärzte,Karl-Heinz Hirth Karweck Fachärztin Für Allgemeinmedizin Dr.
21653,Friseure,Cut & Color Concept Friseure
24242,Friseure,Motte-leithäuser Friseur
21013,Elektrotechnik,Wetteborn Elektronik Schenkel
55227,Vereine,Steffen Eppler Sv Einheit Eisenach E.v.
20987,Elektrotechnik,Weischedel Elektronik Und Computer
53044,Vereine,Bbk Nürnberg E.v.
8802,Autowerkstätten,Köhler & Lehmann Gmbh Autoservice
56828,Vermittlungen,"Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Satellitenantennenbau Mäder"
36390,Physiotherapie,Halle Krankengymnastikpraxis Fink
5659,Architekturbüros,Hosp Architekt
16265,Elektriker,Durchdenwald Elektrotechnikservice Eilers
35471,Maler,"Thomsen Malerei, Inh. Kevin Thomsen"
33066,Hotels,Windenreuter Hof
40322,Restaurants,Michael Edler Taj Mahal
5003,Architekturbüros,Elbel Architektin
50877,Unternehmensberatungen,Mbo Consulting Gmbh Informatikberatung
36039,Physiotherapie,Decher Praxis Für Physiotherapie Stüber
28516,Gebrauchtwagen,Rief Autohaus
39150,Restaurants,"Gaststätten, Restaurants - Knappenkeller Dursun Freyer Gaststätte"
18153,Elektriker,Mohammad Reim Elektromechanik Gmbh Garz
26390,Gebrauchtwagen,Autohaus Manikowski Gmbh & Co. Kg
46213,Tiefbau,Kureck Gbr Tiefbau Erdbewegung
16261,Elektriker,Drücker Elektromeister Rotter
32028,Hotels,Hotels - Hotel Air In Berlin Gmbh
41263,Restaurants,Zum Renaldonkavalier Restaurant
18980,Elektriker,Wolfgang Drewes Zollner Elektromeister
44953,Tiefbau,Ecker J. Söhne Bauunternehmen
50507,Unternehmensberatungen,Knutsen Unternehmensberatung
20486,Elektrotechnik,Pfister Elektrotechnik
62572,Werbeagenturen,Peter Philippi Agentur Increase Gmbh Werbeagentur
32080,Hotels,Hotels - Hotel Garni Retterath
59222,Versicherungsvermittler,Holzenleichter Versicherung
19998,Elektrotechnik,Isetron Industrie-sicherheits-elektronik Gmbh Schorn
32035,Hotels,Hotels - Hotel Am Park
13665,Edv,Bauer Datensysteme Gmbh
48161,Unternehmensberatungen,Alfonso Dill East Side Consulting Gmbh
3642,Apotheken,Neue Apotheke Meiser
3793,Apotheken,Rathaus Apotheke Inh. Latifa Aures
6680,Architekturbüros,Reiner Schüle Kma-kniese & Mete Architekten Part Mbb
47512,Tiefbau,T & E Erdbau Gmbh Tiefbau
54831,Vereine,Paul Stark Betreuungsverein Pirna E.v.
14958,Edv,Mag Computerberatung E.k. Grigori A. Greiler
21827,Friseure,Duckek Friseursalon
48850,Unternehmensberatungen,Consult-train Unternehmensberatung Gmbh Hilgers
10379,Dienstleistungen,Cvs Copiergeräte Vertrieb Service Gmbh Digitale Kopiersysteme Schmidl
24232,Friseure,Monsees Friseur Höft
12608,Dienstleistungen,Roland Klink Gkn Service Gmbh
12552,Dienstleistungen,Remondis Assets & Services Gmbh & Co. Kg Köller
1432,Allgemeinärzte,Pörsch Facharzt Für Allgemeinmedizin-naturheilverfahren Dr. Med.
579,Allgemeinärzte,Grieß Facharzt Für Allgemeinmedizin-naturheilverfahren Dr. Schurig
580,Allgemeinärzte,Grigorean Ärztin Für Allgemeinmedizin Dr. Med.
26820,Gebrauchtwagen,Autohaus Weeber Gmbh
17310,Elektriker,Geenen Fernsehtechn. Elektro
5239,Architekturbüros,Georg Heese Limberger Architekturbüro
23183,Friseure,Hair3er Inh. Arvid Dreier Friseur
26825,Gebrauchtwagen,Autohaus Weider & Sohn Gmbh Autohaus
3777,Apotheken,Raimund Giesecke Jasmund-apotheke
1649,Allgemeinärzte,Scott Arztpraxis Für Allgemeinmedizin Dr. Med.
61581,Werbeagenturen,Eberhard Staab S & M Werbung + Design Schiewick
13980,Edv,Comserve It-service
61939,Werbeagenturen,Herbert Hellwig Greil Agentur Für Pressearbeit U. Public Relations
19193,Elektrotechnik,Bez Carry Wohn Elektronik Teppich U. Tapetenwelt Gk Gmbh
5478,Architekturbüros,Hartwig Brendel Pollack Architekt
34421,Maler,Leibbrandt Maler- Und Lackiererwerkstatt Röttger
62829,Werbeagenturen,Scratch Advanced Advertising Gmbh Denker
62397,Werbeagenturen,Melsbach Alles Für Die Werbung Alber
30825,Handelsvermittler Und -vertreter,Wilfried Lampe Wanted Bikes Gmbh Handelsvertretung
6517,Architekturbüros,Pazic Architekt Dipl.-ing. Rödiger
30400,Handelsvermittler Und -vertreter,Raphael Industrievertretung Cdh
13352,Dienstleistungen,Werle Dienstleistungs Gmbh
16588,Elektriker,Elektro Kess Elektroinstall. Computer Milde
5029,Architekturbüros,Erich Bühler Möde Architekten Dipl.-ing.
19759,Elektrotechnik,Gs Electronic Gmbh
58415,Versicherungsvermittler,Continentale Versicherung Geschäftsstelle Robin K. Kalbe E. Kfm. Versicherungsfachwirt
5762,Architekturbüros,Johann Faust Melka Architekturbüro Dipl.-ing.
17788,Elektriker,Keusemann Elektroinstallation Gotthardt
36685,Physiotherapie,Karl-Heinz Mosch Active Physiotherapie
2645,Apotheken,Apotheken - Pluspunkt Apotheke Oehler
8133,Autowerkstätten,Erich Fischbach Wißmann Kfz-betrieb
59909,Versicherungsvermittler,Mölders Versicherung Schmieder
38293,Restaurants,Berthold Nitschke Restaurant Kittnaus
43574,Sanitärinstallationen,Spengler & Partner Gmbh Sanitär- Und Gasheizungstechnik
55153,Vereine,Sozialpädagogischer Verein Zur Familienergänzenden Erziehung E.v.
12893,Dienstleistungen,Sotirios Stahl-service Gmbh Stahlservice
30983,Hotels,Amedia Plaza Schwerin Hotel
4028,Apotheken,Stüwwenkopp Apotheke Dahm
635,Allgemeinärzte,Halit Arzt Für Allgemeinmedizin
45923,Tiefbau,Josef Künzel Driesner Bau- Und Planungsbüro
62179,Werbeagenturen,Knauer K-werbung
51136,Unternehmensberatungen,Nordkron Gmbh Strategy & Management Consulting
38616,Restaurants,Eis Costa Ii Gmbh Gastronomie
18596,Elektriker,Schwieger Elektromeister Stefan
60605,Versicherungsvermittler,Tino Liebig Gothaer Versicherungen Geschäftsstelle
60885,Versicherungsvermittler,Wicker Versicherung
51507,Unternehmensberatungen,R.a.t. Consult Gmbh & Co. Kg
55134,Vereine,Skiclub Schiltach E.v. Info
8856,Autowerkstätten,Liedl Kfz-handel
9380,Autowerkstätten,Stefan Ulbricht Hartstang Autoservice
39038,Restaurants,"Gaststätten, Restaurants - Gaststätte Hardy"
11110,Dienstleistungen,Hans Lammers Foodtech Solutions Gmbh
25973,Gebrauchtwagen,Autohaus Dipl.-ing. B. Ocker Gmbh & Co. Kg Autohaus
9279,Autowerkstätten,Schleuchardt Gebr. Ohg Inh. Hans-marcelo Schleuchardt Kfz-reparaturen
4515,Architekturbüros,Asböck Architekten Gmbh Dürr
33239,Maler,Bernd Pollmann Golisch Malerbetrieb
18073,Elektriker,Matthias Breu Elektro Gulde
60472,Versicherungsvermittler,Sparkassen Versicherung Generalvertretung Dagobert Fleischer
32772,Hotels,Ringhotel Ahrensburg
19970,Elektrotechnik,Id-elektronik Gmbh Elektronikentwicklung Zuber
16294,Elektriker,Efa Elektro Tele Gmbh
55439,Vereine,Tus Sonneborn E.v. Gregor
29298,Handelsvermittler Und -vertreter,"Doerr Gmbh, Federico Weinkommission"
12134,Dienstleistungen,Mvs Dienstleistungs Gmbh & Co. Kg Burkhart
2419,Apotheken,Apotheken - Einhorn-apotheke Killian Umeobika
37147,Physiotherapie,Osteopathie Physiotherapie Praxis Heil
30183,Handelsvermittler Und -vertreter,Michael Kiefer Aehlig Handelsvertreter
21510,Friseure,Charisma Frisör
43270,Sanitärinstallationen,Rohr Und Horländer Gmbh & Co. Kg Sanitär- Und Heizungsinstallation
19240,Elektrotechnik,Bullinger Elektrotechnik Preuß
263,Allgemeinärzte,Crayen Allgemeinmediziner Dr. Med.
21309,Friseure,Beckmann Salon
49552,Unternehmensberatungen,Gaude Unternehmensberatung Ag Executive Search
40975,Restaurants,Tadeusz Graupner Restaurant Tresor
53510,Vereine,Ev.verein Für Innere Mission A. B. Grosser
53608,Vereine,Fraunhofer-gesellschaft E.v.
41017,Restaurants,Tibet Restaurant Und Café
5070,Architekturbüros,Fagundes Architekturbüro
44326,Tiefbau,Baugeschäft Rotermann Wittek
52454,Unternehmensberatungen,Voigt Software Und Unternehmensberatung Gmbh
52608,Unternehmensberatungen,"Winfried Braun Schulen, Sonstige Schulen - Enigk - Emailtechnik Coaching - Training - Consulting"
58346,Versicherungsvermittler,Bödecker Versicherungsbüro
22924,Friseure,Haarmony Ihr Friseur Valentin
58846,Versicherungsvermittler,Gauer Versicherung Back
5807,Architekturbüros,Jürgen Benner Architekturbüro Modul. Design Architektur Planung
41253,Restaurants,Zum Huvenhoop Gaststätte Grotheer Gaststätte
